Strategy,M_T_Mean,M_T_Std,M_L_Mean,M_L_Std
S1,4961.348143638734,24.101785452627205,0.014663809365994705,0.0003334272986491788
S2,4963.652790340926,22.929715032192753,0.14659323071119132,0.0033840539056046843
S3,4961.348143638734,24.101785452627205,0.014576126232261535,0.0003462637180588978
