Strategy,M_T_Mean,M_T_Std,M_L_Mean,M_L_Std
S1,174.85435019840708,8.85873809586314,0.040744094609467554,0.00012129055396055638
S2,564.4107979059431,53.9149706529366,0.3965082187125435,0.0010033565374984819
S3,171.55654730237444,10.133902740142876,0.03782588422379048,0.0008329505787218077
