Strategy,M_T_Mean,M_T_Std,M_L_Mean,M_L_Std
S1,3567.2705025839196,41.9489485182293,0.01742767405675352,0.0016692824873118855
S2,3567.2705025839196,41.9489485182293,0.17427674056753528,0.016692824873118423
S3,3567.2705025839196,41.9489485182293,0.01742767405675352,0.0016692824873118855
