Strategy,M_T_Mean,M_T_Std,M_L_Mean,M_L_Std
S1,7069.002620088186,121.8313019275557,0.01854702930722263,0.0002256490762571619
S2,7069.002620088186,121.8313019275557,0.18547029307222623,0.0022564907625711654
S3,7069.002620088186,121.8313019275557,0.01854702930722263,0.0002256490762571619
